1.1141423,1.9824984,-0.0036975783,0.0
1.1157622,1.9783986,0.018265363,0.0
1.1166213,1.9762173,-0.023552181,0.0
1.12298,1.9603323,0.0051695993,0.0
1.1108449,1.9905231,-0.042791333,0.0
1.116051,1.9775146,0.039688352,0.0
1.1249223,1.9554018,-0.02029746,1.1920929e-07
1.1259221,1.9528558,0.02567199,0.0
1.1195482,1.968659,-0.047113772,0.0
1.11108,1.9897532,0.057069212,-2.3841858e-07
1.1312414,1.9395564,-0.005412044,0.0
1.1242809,1.956763,0.04789286,1.1920929e-07
1.1283844,1.9465325,-0.040309384,0.0
1.1341106,1.932279,0.019455211,0.0
1.1173602,1.973839,-0.06782928,0.0
1.1178634,1.9725645,0.068505675,1.1920929e-07
1.1360832,1.92729,-0.021901105,1.1920929e-07
1.1327156,1.9355596,0.04576688,0.0
1.1279124,1.9474256,-0.061675172,0.0
1.1082257,1.9964638,0.08195118,1.1920929e-07
1.140502,1.9161954,0.005106527,1.1920929e-07
1.1118838,1.9872375,-0.08489538,0.0
1.126416,1.9510134,0.07163153,0.0
1.1378124,1.9227296,-0.043370165,0.0
1.1403321,1.9164377,0.036745243,0.0
1.1241628,1.9564648,-0.08220992,1.1920929e-07
1.116439,1.975681,0.090681605,0.0
1.1445752,1.9058574,-0.016515052,0.0
1.135429,1.9283841,0.06699676,1.1920929e-07
1.1364818,1.9257351,-0.0665082,0.0
1.1469349,1.8998634,0.019818803,0.0
1.1182221,1.9709852,-0.09949618,1.1920929e-07
1.1247871,1.9546158,0.09403447,0.0
1.1459742,1.9021175,-0.040527374,1.1920929e-07
1.1440374,1.9068253,0.05499315,1.1920929e-07
1.1321665,1.9361407,-0.08915762,0.0
1.1114632,1.987677,0.10970759,0.0
1.15156,1.8881874,-0.0026280864,1.1920929e-07
1.1094395,1.9926586,-0.11303554,1.1920929e-07
1.1354147,1.9279605,0.088327885,1.1920929e-07
1.145295,1.9034996,-0.063250825,0.0
1.1514401,1.8882992,0.036311362,1.1920929e-07
1.1250889,1.9534402,-0.109313376,0.0
1.1219653,1.9611953,0.11301377,0.0
1.1536709,1.8827016,-0.029002497,1.1920929e-07
1.1451678,1.9035656,0.0760445,0.0
1.1405805,1.9148484,-0.09029607,0.0
1.1568415,1.874732,0.013966438,1.1920929e-07
1.1164172,1.9747825,-0.12479232,1.1920929e-07
1.1331304,1.9331632,0.10910128,0.0
1.1528966,1.8843054,-0.057506096,0.0
1.1538361,1.881927,0.056866262,0.0
1.1334126,1.9323109,-0.11364486,0.0
1.1166184,1.9740931,0.13033447,1.1920929e-07
1.1599983,1.8666884,-0.014434824,1.1920929e-07
1.1435492,1.9070889,0.09915334,1.1920929e-07
1.149606,1.8921056,-0.084527254,1.1920929e-07
1.1606759,1.8648403,0.031638615,0.0
1.1236917,1.9561963,-0.13293874,0.0
1.128857,1.94332,0.12860854,0.0
1.1602325,1.8658097,-0.045476966,0.0
1.153781,1.8815787,0.080841705,0.0
1.1429175,1.9083133,-0.111691564,1.1920929e-07
1.1096644,1.9910582,0.14478439,1.1920929e-07
1.1650257,1.8538845,0.0038986136,0.0
1.1118969,1.9853847,-0.14653982,1.1920929e-07
1.1411945,1.9124389,0.11908876,0.0
1.1572918,1.8727201,-0.07727507,1.1920929e-07
1.1623582,1.8602242,0.05584471,0.0
1.1334171,1.9315569,-0.13525553,1.1920929e-07
1.1228297,1.9578778,0.1461688,2.3841858e-07
1.1666323,1.8496463,-0.029261824,0.0
1.1521733,1.8850507,0.10360293,1.1920929e-07
1.1511325,1.8875676,-0.10783646,0.0
1.1687298,1.8443292,0.022824714,0.0
1.121521,1.9608881,-0.15345211,1.1920929e-07
1.1363751,1.9239099,0.1394589,0.0
1.1649547,1.8534405,-0.063892804,0.0
